#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
ADEMICON ADM CONS S.A.;84911098;202411;1;23,72613;72;0;0;12764;3988;21485;174602;416;168418;2518;25151;139179;2711;4820
ADEMICON ADM CONS S.A.;84911098;202411;2;13,80755;54;0;0;1088;3015;20485;18537;346;35271;1871;1880;18405;8263;2138
ADEMICON ADM CONS S.A.;84911098;202411;3;14,64655;68;1;0;3263;2398;12686;45746;541;50872;975;6585;31455;2926;4125
ADEMICON ADM CONS S.A.;84911098;202411;4;22,87324;1;1;0;42;0;1;70;1;71;0;0;0;0;1
ADEMICON ADM CONS S.A.;84911098;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADEMICON ADM CONS S.A.;84911098;202411;6;22,97877;3;0;0;117;408;684;1294;37;1526;120;332;928;46;237
ADM CONS BECKER LTDA;03828278;202411;1;20,84013;6;0;0;21;1818;689;1674;11;2109;112;142;2976;86;130
ADM CONS BECKER LTDA;03828278;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS BECKER LTDA;03828278;202411;3;18,45492;4;0;0;88;702;500;739;15;1091;55;93;1120;90;71
ADM CONS BECKER LTDA;03828278;202411;4;17,43016;10;0;0;38;1638;2398;1010;45;2951;323;134;2334;969;332
ADM CONS BECKER LTDA;03828278;202411;5;18,78207;13;0;0;157;1201;1643;1560;60;2761;242;200;1601;285;388
ADM CONS BECKER LTDA;03828278;202411;6;17,81962;4;0;0;19;261;348;284;10;529;55;48;328;71;70
ADM CONS NAC HONDA LTDA;45441789;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202411;3;15,54680;60;1;0;347;3401;4808;4176;88;8395;250;339;8162;2459;737
ADM CONS NAC HONDA LTDA;45441789;202411;4;22,97340;3414;61;51;86647;811087;1191933;996047;35245;1902832;149538;135610;2082381;406785;115313
ADM CONS NAC HONDA LTDA;45441789;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC HONDA LTDA;45441789;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202411;3;18,90260;7;1;0;150;195;678;365;11;908;75;60;1312;302;39
ADM CONS NAC VIME LTDA;59999300;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS NAC VIME LTDA;59999300;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202411;3;18,38338;48;0;0;777;14421;12722;12930;248;21419;1789;2444;72637;4748;1821
ADM CONS RCI BRASIL LTDA;73230674;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS RCI BRASIL LTDA;73230674;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SICREDI LTDA;07808907;202411;1;12,64069;82;0;0;1256;709;25339;37475;477;58329;1245;3240;25752;5821;10942
ADM CONS SICREDI LTDA;07808907;202411;2;8,13399;86;1;1;669;414;22644;19662;477;39684;1489;1133;7974;6999;8194
ADM CONS SICREDI LTDA;07808907;202411;3;9,56254;303;4;4;5430;938;95392;98877;2543;184538;4469;5262;41069;29752;18569
ADM CONS SICREDI LTDA;07808907;202411;4;12,68171;100;1;1;942;354;24983;18630;639;40590;1792;1231;11114;7780;4534
ADM CONS SICREDI LTDA;07808907;202411;5;14,14546;5;0;0;31;15;911;554;32;1380;50;35;343;287;119
ADM CONS SICREDI LTDA;07808907;202411;6;14,65736;92;4;3;1757;302;28747;22033;1254;47184;2317;1279;8610;6256;3172
ADM CONS SPENGLER LTDA;91341925;202411;1;23,40164;1;0;0;39;48;13;231;1;209;1;34;126;0;5
ADM CONS SPENGLER LTDA;91341925;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202411;3;15,46008;37;2;0;99;1678;2375;1896;44;3775;269;227;3230;1217;264
ADM CONS SPENGLER LTDA;91341925;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS SPENGLER LTDA;91341925;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202411;1;11,61636;14;0;0;273;1265;4547;6438;83;10054;315;616;8096;904;1232
ADM CONS UNICOOB LTDA;12228808;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202411;3;10,98132;36;1;0;648;1123;15159;11768;407;24805;1058;1064;10392;4025;2502
ADM CONS UNICOOB LTDA;12228808;202411;4;13,88546;4;0;0;62;380;1339;944;33;2125;53;105;830;810;207
ADM CONS UNICOOB LTDA;12228808;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ADM CONS UNICOOB LTDA;12228808;202411;6;12,93145;10;1;1;328;107;5029;3651;212;7704;599;377;2260;654;623
ALPHA ADM CONS LTDA;90982679;202411;1;25,19615;5;0;0;632;1448;495;7250;18;6045;138;1562;18410;12;238
ALPHA ADM CONS LTDA;90982679;202411;2;22,44000;5;0;0;415;506;558;3016;23;2868;173;533;17704;43;74
ALPHA ADM CONS LTDA;90982679;202411;3;18,62000;7;0;0;954;1513;1602;6931;37;6993;495;1045;32635;238;245
ALPHA ADM CONS LTDA;90982679;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALPHA ADM CONS LTDA;90982679;202411;6;22,56000;1;0;0;32;192;8;190;1;162;2;34;542;1;5
APEC ADM CONSORCIO S/A;03832228;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202411;3;14,35669;1;0;0;2;2;109;48;4;134;11;12;40;33;7
APEC ADM CONSORCIO S/A;03832228;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
APEC ADM CONSORCIO S/A;03832228;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;3;10,35294;2;0;0;6;3;149;72;4;210;8;3;23;94;22
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC BAHIANA DE MEDICINA ABM;13548938;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202411;3;0,00000;3;0;0;0;1;170;129;5;299;0;0;1;48;67
ASSOC DOS JUIZES DO RS;92965748;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASSOC DOS JUIZES DO RS;92965748;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAMAQ ADM CONS LTDA;71045363;202411;1;17,79874;1;0;0;432;652;229;3014;8;2477;19;747;2606;16;113
BAMAQ ADM CONS LTDA;71045363;202411;2;12,05054;1;0;0;29;4;787;519;5;1125;77;104;863;302;131
BAMAQ ADM CONS LTDA;71045363;202411;3;12,95435;11;0;0;2744;13008;9230;30929;329;29168;766;10225;42932;2949;2012
BAMAQ ADM CONS LTDA;71045363;202411;4;14,97995;2;0;0;1704;7493;1473;15653;102;11014;155;5957;24253;151;488
BAMAQ ADM CONS LTDA;71045363;202411;5;22,99732;1;0;0;589;802;224;5007;48;2747;25;2459;2683;1;154
BAMAQ ADM CONS LTDA;71045363;202411;6;20,98725;1;0;0;290;314;30;2323;12;1469;1;883;841;0;24
BANCORBRÁS;02010478;202411;1;16,68830;17;0;0;696;1872;4005;8148;36;11446;226;481;12916;1236;901
BANCORBRÁS;02010478;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202411;3;14,98659;14;0;0;807;935;3803;8359;136;10941;307;914;6263;1559;595
BANCORBRÁS;02010478;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCORBRÁS;02010478;202411;6;16,97229;8;0;0;80;289;841;734;25;1254;221;100;1199;218;196
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;1;18,03683;49;1;1;287;1793;8659;8945;119;16732;403;469;22242;2630;2392
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;3;12,84158;82;0;1;870;226;35402;23696;863;56321;1937;840;27917;11812;5094
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;4;17,09944;8;0;0;34;86;3132;1120;90;3961;228;63;3024;961;714
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANRISUL S.A. ADM CONSÓRCIOS;92692979;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BB CONSÓRCIOS;06043050;202411;1;21,78532;73;0;0;10124;78681;78122;190969;741;242325;2987;23779;156808;24175;31116
BB CONSÓRCIOS;06043050;202411;2;16,01219;72;1;0;5048;48851;98498;201173;1919;272281;5823;21567;74419;12289;35836
BB CONSÓRCIOS;06043050;202411;3;15,16396;162;3;2;33859;78716;445669;333923;6719;719482;31659;28451;235569;152035;92067
BB CONSÓRCIOS;06043050;202411;4;21,48039;48;0;0;3203;59006;203609;75273;2153;239915;29596;9371;174337;87358;28515
BB CONSÓRCIOS;06043050;202411;5;25,95195;76;0;1;846;129752;118579;52864;3076;140236;20727;10480;142543;19389;49708
BB CONSÓRCIOS;06043050;202411;6;22,56333;6;0;0;0;4740;24905;129;16;19620;5290;124;19176;13518;2819
BBC ADM CONS LTDA.;36770683;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BBC ADM CONS LTDA.;36770683;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;06181431;202411;1;25,42353;6;0;0;47;1426;109;1162;3;819;17;435;4781;0;63
BP;06181431;202411;2;23,40000;1;0;0;7;392;8;73;0;57;1;23;577;0;4
BP;06181431;202411;3;25,07000;4;0;0;10;1945;223;315;6;395;54;89;7146;4;44
BP;06181431;202411;4;40,63000;22;0;0;53;811;4140;3629;111;6932;436;401;3663;1165;639
BP;06181431;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;06181431;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;1;19,25433;36;0;0;774;1896;8828;15298;143;22001;533;1592;29624;3002;2421
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;3;15,40862;44;1;1;991;1322;20493;16301;527;33405;1453;1936;21731;6967;2226
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;4;17,17279;12;0;0;307;211;3540;2696;125;5508;273;455;3438;1115;589
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;5;7,36277;58;5;2;839;817;7735;3198;523;10158;763;12;942;6008;1575
BR CONSÓRCIOS ADM. CONS. LTDA.;14723388;202411;6;19,63966;7;1;1;54;97;735;547;40;1077;128;77;604;222;131
BRADESCO CONS. LTDA.;52568821;202411;1;18,33395;380;5;3;13678;51029;139438;121817;1689;242478;4696;14081;427885;54884;23969
BRADESCO CONS. LTDA.;52568821;202411;2;17,99817;351;0;3;2067;30962;75666;69133;1831;133417;4810;6572;163865;22125;8918
BRADESCO CONS. LTDA.;52568821;202411;3;16,06073;2247;7;22;23764;122349;684841;434605;16887;1033866;44489;41091;1181138;214995;79198
BRADESCO CONS. LTDA.;52568821;202411;4;17,81388;27;0;1;188;1588;4048;4292;161;7707;193;440;5481;949;871
BRADESCO CONS. LTDA.;52568821;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRADESCO CONS. LTDA.;52568821;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202411;1;23,25785;2;0;0;79;124;76;1165;4;1147;5;89;619;0;30
BREITKOPF ADM CONS LTDA;73235962;202411;2;11,34655;2;0;0;4;21;379;345;9;680;35;9;266;68;70
BREITKOPF ADM CONS LTDA;73235962;202411;3;13,36980;19;0;1;141;112;1246;1287;41;2266;134;133;882;400;218
BREITKOPF ADM CONS LTDA;73235962;202411;4;15,53003;6;0;0;8;51;706;363;16;950;55;64;665;304;110
BREITKOPF ADM CONS LTDA;73235962;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BREITKOPF ADM CONS LTDA;73235962;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202411;4;16,14709;38;2;0;93;549;2350;1464;56;3537;111;166;2224;801;159
BRENNER ADM CONS LTDA;03762395;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRENNER ADM CONS LTDA;03762395;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202411;2;13,25890;8;1;0;178;40;283;2056;21;2065;27;247;298;3;126
BRISA ADM CONSÓRCIOS;06046109;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRISA ADM CONSÓRCIOS;06046109;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202411;2;12,35196;5;0;1;0;20;1336;144;1;1349;117;14;654;893;361
BRQUALY ADM CONS LTDA.;45713971;202411;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202411;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BRQUALY ADM CONS LTDA.;45713971;202411;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202411;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202411;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202411;3;15,00000;5;0;1;18;412;404;525;9;766;51;112;670;119;49
CAMVEL ADM. CONS. LTDA.;72461643;202411;4;17,00000;4;0;0;11;271;296;378;8;528;46;100;413;105;38
CAMVEL ADM. CONS. LTDA.;72461643;202411;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAMVEL ADM. CONS. LTDA.;72461643;202411;6;17,00000;2;0;1;1;194;173;151;3;231;49;44;245;31;18
CANOPUS ADM CONSÓRCIOS;68318773;202411;1;23,65128;8;1;0;1018;2694;1557;7680;66;8178;123;936;13683;475;579
CANOPUS ADM CONSÓRCIOS;68318773;202411;2;13,61262;1;0;0;45;157;889;648;26;1395;61;81;1293;460;148
CANOPUS ADM CONSÓRCIOS;68318773;202411;3;18,41788;71;0;0;2130;3189;39520;27890;763;59216;3548;4646;70295;21468;3716
CANOPUS ADM CONSÓRCIOS;68318773;202411;4;23,04195;5;0;0;49;407;3516;1255;48;4198;356;217;5291;2004;413
